equipe,player_id,player_name,player_country_code,age,positions,matches_played,min,gls,ast,xg,xag,pk_made,pk_att,yellow_cards,red_cards,carries_prog,passes_prog,sh,sot,avg_sh_dist,fk_sh,npxg_per_sh,pass_cmp,pass_att,pass_ttl_dist,pass_cmp_s,pass_att_s,pass_cmp_m,pass_att_m,pass_cmp_l,pass_att_l,xa,pass_prog,pass_prog_ttl_dist,key_passes,pass_fthird,pass_opp_box,cross_opp_box,pass_live,pass_dead,pass_fk,through_balls,switches,crosses,pass_offside,pass_blocked,throw_ins,ck,ck_in_swinger,ck_out_swinger,ck_straight,ttl_sca,pass_live_sca,pass_dead_sca,take_on_sca,sh_sca,fld_sca,def_sca,gca,pass_live_gca,pass_dead_gca,take_on_gca,sh_gca,fld_gca,def_gca,tkl,tkl_won,tkl_def_third,tkl_mid_third,tkl_att_third,tkl_drb,tkl_drb_att,blocks,sh_blocked,int,clearances,def_error,touches,touch_def_box,touch_def_third,touch_mid_third,touch_fthird,touch_opp_box,take_on_att,take_on_suc,take_on_tkld,carries,ttl_carries_dist,ttl_carries_prog_dist,carries_fthird,carries_opp_box,carries_miscontrolled,carries_dispossessed,pass_recvd,pass_prog_rcvd,second_yellow_cards,fls_com,fls_drawn,offside,pk_won,pk_conceded,og,ball_recov,air_dual_won,air_dual_lost
Brest,9226aa22,Kamory Doumbia,MLI,21.0,"MF,FW",30,1322.0,3.0,2.0,2.7,1.2,0.0,0.0,1.0,0.0,17.0,72.0,22.0,10.0,16.7,1.0,0.13,561.0,697.0,9267.0,269.0,293.0,220.0,266.0,48.0,92.0,1.8,72.0,2216.0,26.0,56.0,9.0,1.0,631.0,60.0,20.0,7.0,2.0,48.0,6.0,10.0,3.0,27.0,12.0,15.0,0.0,58.0,36.0,11.0,2.0,1.0,4.0,4.0,7.0,2.0,1.0,1.0,1.0,0.0,2.0,41.0,29.0,17.0,17.0,7.0,14.0,31.0,17.0,1.0,28.0,13.0,1.0,895.0,18.0,149.0,498.0,260.0,34.0,35.0,19.0,16.0,467.0,2254.0,1007.0,20.0,3.0,42.0,24.0,567.0,54.0,0.0,17.0,22.0,1.0,0.0,0.0,0.0,87.0,10.0,22.0
Nantes,8725a42e,Sorba Thomas,WAL,24.0,"FW,MF",25,1321.0,1.0,3.0,1.5,3.7,0.0,0.0,3.0,0.0,41.0,34.0,9.0,1.0,17.0,0.0,0.17,360.0,550.0,6320.0,178.0,217.0,122.0,173.0,48.0,127.0,3.0,34.0,2228.0,36.0,27.0,24.0,17.0,456.0,93.0,18.0,0.0,1.0,130.0,1.0,16.0,22.0,53.0,22.0,25.0,0.0,54.0,36.0,16.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,7.0,5.0,2.0,10.0,18.0,12.0,2.0,9.0,27.0,1.0,674.0,25.0,111.0,276.0,303.0,20.0,24.0,9.0,14.0,372.0,2173.0,1059.0,29.0,7.0,26.0,25.0,427.0,93.0,0.0,13.0,17.0,2.0,0.0,0.0,0.0,66.0,7.0,17.0
Angers,79a793b7,Lilian Raolisoa,FRA,24.0,"DF,FW",29,1318.0,0.0,3.0,0.7,2.0,0.0,0.0,1.0,2.0,33.0,47.0,14.0,1.0,23.2,1.0,0.05,392.0,564.0,6526.0,187.0,215.0,158.0,215.0,34.0,84.0,1.7,47.0,2904.0,14.0,31.0,16.0,8.0,457.0,102.0,19.0,4.0,3.0,77.0,5.0,19.0,61.0,22.0,5.0,11.0,1.0,32.0,22.0,8.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,41.0,24.0,24.0,13.0,4.0,17.0,38.0,11.0,2.0,15.0,45.0,0.0,751.0,47.0,228.0,281.0,259.0,19.0,53.0,23.0,29.0,404.0,2393.0,1246.0,31.0,3.0,21.0,16.0,435.0,62.0,0.0,16.0,9.0,3.0,0.0,1.0,0.0,76.0,15.0,11.0
Reims,2eb1ec07,Amadou Koné,MLI,19.0,MF,24,1293.0,0.0,0.0,0.5,0.3,0.0,0.0,3.0,1.0,19.0,68.0,14.0,4.0,26.3,0.0,0.04,518.0,602.0,8977.0,232.0,267.0,224.0,246.0,44.0,61.0,0.5,68.0,2485.0,8.0,53.0,8.0,0.0,590.0,11.0,7.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,28.0,19.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,49.0,32.0,32.0,16.0,1.0,22.0,35.0,18.0,4.0,19.0,38.0,2.0,788.0,61.0,242.0,463.0,99.0,3.0,25.0,15.0,6.0,469.0,3013.0,1399.0,15.0,0.0,19.0,12.0,526.0,12.0,0.0,19.0,52.0,0.0,0.0,1.0,0.0,79.0,22.0,22.0
Lille,6f9fa232,Osame Sahraoui,MAR,23.0,"FW,MF",30,1293.0,3.0,3.0,2.9,3.6,0.0,0.0,1.0,0.0,69.0,89.0,23.0,8.0,15.6,0.0,0.13,515.0,614.0,7130.0,315.0,352.0,159.0,181.0,20.0,27.0,4.3,89.0,2046.0,29.0,47.0,41.0,3.0,597.0,14.0,3.0,6.0,0.0,12.0,3.0,23.0,10.0,1.0,0.0,0.0,0.0,67.0,57.0,1.0,5.0,3.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,13.0,9.0,4.0,4.0,5.0,3.0,8.0,14.0,1.0,7.0,8.0,1.0,804.0,11.0,58.0,300.0,456.0,67.0,79.0,35.0,43.0,535.0,3452.0,1750.0,39.0,23.0,39.0,23.0,631.0,159.0,0.0,8.0,12.0,1.0,0.0,0.0,0.0,58.0,0.0,8.0
Lille,1961b2aa,André Gomes,POR,31.0,MF,20,1276.0,0.0,0.0,0.5,0.7,0.0,0.0,3.0,0.0,18.0,101.0,11.0,3.0,24.5,1.0,0.05,861.0,963.0,14106.0,435.0,461.0,337.0,368.0,62.0,92.0,1.7,101.0,3490.0,10.0,96.0,15.0,1.0,937.0,25.0,21.0,5.0,11.0,11.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,26.0,24.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,13.0,9.0,11.0,7.0,11.0,31.0,7.0,1.0,6.0,11.0,2.0,1086.0,28.0,178.0,681.0,232.0,13.0,24.0,10.0,14.0,632.0,2379.0,1075.0,19.0,0.0,25.0,19.0,862.0,28.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,92.0,9.0,7.0
Reims,75f1ed80,Emmanuel Agbadou,CIV,27.0,DF,14,1260.0,0.0,0.0,0.5,0.3,0.0,0.0,3.0,0.0,10.0,77.0,15.0,3.0,28.8,1.0,0.04,810.0,922.0,16521.0,293.0,316.0,400.0,417.0,110.0,174.0,0.3,77.0,6962.0,8.0,71.0,4.0,1.0,842.0,77.0,37.0,3.0,22.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,21.0,19.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,19.0,3.0,3.0,19.0,26.0,22.0,13.0,19.0,64.0,1.0,1080.0,178.0,565.0,474.0,45.0,4.0,12.0,9.0,3.0,621.0,3413.0,1974.0,9.0,0.0,9.0,6.0,701.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,85.0,18.0,11.0
Brest,0be95d34,Romain Del Castillo,FRA,28.0,FW,26,1259.0,6.0,4.0,4.7,3.4,3.0,4.0,0.0,0.0,29.0,61.0,17.0,8.0,19.7,0.0,0.09,480.0,688.0,8019.0,240.0,299.0,162.0,213.0,56.0,120.0,4.1,61.0,2803.0,37.0,44.0,26.0,11.0,592.0,92.0,34.0,3.0,7.0,103.0,4.0,27.0,17.0,39.0,17.0,19.0,0.0,67.0,33.0,24.0,2.0,3.0,4.0,1.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,31.0,22.0,9.0,13.0,9.0,19.0,32.0,16.0,0.0,6.0,5.0,0.0,840.0,6.0,69.0,392.0,393.0,41.0,44.0,19.0,25.0,438.0,2190.0,951.0,26.0,7.0,36.0,17.0,565.0,106.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,73.0,8.0,12.0
Nantes,595e6f3e,Mostafa Mohamed,EGY,26.0,FW,30,1252.0,5.0,0.0,5.5,0.4,0.0,0.0,3.0,0.0,11.0,20.0,43.0,16.0,13.7,2.0,0.13,160.0,247.0,2461.0,89.0,127.0,50.0,65.0,14.0,22.0,0.4,20.0,647.0,6.0,16.0,6.0,0.0,227.0,17.0,0.0,2.0,0.0,4.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,9.0,6.0,8.0,4.0,4.0,12.0,10.0,2.0,10.0,27.0,0.0,452.0,34.0,69.0,177.0,217.0,76.0,26.0,12.0,14.0,239.0,1011.0,438.0,15.0,2.0,47.0,22.0,285.0,50.0,0.0,32.0,36.0,5.0,1.0,0.0,0.0,50.0,57.0,49.0
Saint,ed39121c,Florian Tardieu,FRA,32.0,MF,24,1252.0,2.0,4.0,0.6,1.3,0.0,0.0,0.0,0.0,11.0,139.0,16.0,3.0,22.2,0.0,0.04,869.0,1013.0,13919.0,455.0,490.0,332.0,375.0,60.0,104.0,1.6,139.0,5229.0,19.0,127.0,24.0,0.0,953.0,57.0,30.0,4.0,6.0,24.0,3.0,7.0,11.0,16.0,7.0,3.0,0.0,45.0,39.0,2.0,0.0,1.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,18.0,14.0,6.0,9.0,3.0,6.0,17.0,18.0,5.0,15.0,21.0,0.0,1141.0,42.0,201.0,644.0,305.0,16.0,13.0,3.0,9.0,598.0,2184.0,1035.0,17.0,0.0,15.0,9.0,846.0,44.0,0.0,10.0,14.0,1.0,0.0,1.0,0.0,83.0,14.0,8.0
Le Havre,17bb562c,Arouna Sangante,SEN,22.0,DF,16,1244.0,3.0,0.0,1.0,0.1,0.0,0.0,4.0,1.0,11.0,48.0,7.0,4.0,9.3,0.0,0.14,693.0,796.0,13010.0,225.0,249.0,418.0,444.0,44.0,89.0,0.1,48.0,4432.0,3.0,47.0,3.0,1.0,741.0,53.0,27.0,0.0,1.0,2.0,2.0,3.0,22.0,0.0,0.0,0.0,0.0,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,11.0,14.0,0.0,10.0,17.0,11.0,5.0,21.0,65.0,3.0,949.0,95.0,450.0,458.0,48.0,15.0,6.0,5.0,1.0,546.0,2731.0,1424.0,5.0,0.0,12.0,7.0,625.0,3.0,0.0,22.0,16.0,1.0,0.0,0.0,0.0,53.0,33.0,22.0
Brest,fdbde523,Abdallah Sima,SEN,23.0,"FW,MF",27,1238.0,7.0,2.0,5.9,1.0,0.0,0.0,2.0,0.0,36.0,24.0,37.0,18.0,13.1,0.0,0.16,231.0,332.0,3140.0,142.0,183.0,72.0,105.0,8.0,10.0,0.9,24.0,660.0,13.0,13.0,6.0,1.0,327.0,5.0,2.0,0.0,1.0,16.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,28.0,20.0,0.0,1.0,4.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,11.0,2.0,5.0,8.0,4.0,11.0,9.0,1.0,1.0,9.0,0.0,510.0,10.0,66.0,194.0,256.0,66.0,23.0,6.0,13.0,299.0,1998.0,711.0,16.0,20.0,53.0,22.0,378.0,92.0,0.0,16.0,25.0,4.0,0.0,0.0,0.0,61.0,41.0,44.0
Lyon,ac277993,Tanner Tessmann,USA,22.0,MF,25,1234.0,1.0,0.0,1.0,0.6,0.0,0.0,3.0,0.0,11.0,56.0,18.0,10.0,22.2,0.0,0.05,685.0,766.0,11703.0,330.0,360.0,275.0,288.0,62.0,89.0,0.8,56.0,2664.0,7.0,64.0,3.0,0.0,748.0,18.0,7.0,1.0,16.0,14.0,0.0,7.0,5.0,5.0,3.0,2.0,0.0,18.0,10.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,15.0,11.0,10.0,4.0,12.0,25.0,13.0,7.0,19.0,29.0,1.0,915.0,49.0,226.0,526.0,174.0,20.0,20.0,10.0,9.0,575.0,2551.0,1167.0,16.0,1.0,12.0,11.0,679.0,27.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,63.0,4.0,19.0
Rennes,5b146df3,Lilian Brassier,FRA,24.0,DF,14,1234.0,1.0,1.0,1.5,0.3,0.0,0.0,1.0,0.0,21.0,75.0,14.0,1.0,12.6,0.0,0.11,787.0,919.0,14802.0,272.0,295.0,433.0,473.0,71.0,126.0,0.4,75.0,5588.0,6.0,85.0,6.0,1.0,882.0,34.0,27.0,1.0,8.0,9.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,22.0,16.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,11.0,4.0,0.0,9.0,11.0,17.0,10.0,22.0,62.0,1.0,1058.0,98.0,440.0,529.0,99.0,16.0,4.0,2.0,0.0,630.0,3450.0,1812.0,17.0,1.0,6.0,1.0,778.0,11.0,0.0,9.0,12.0,0.0,0.0,1.0,0.0,59.0,30.0,8.0
Montpellier,6388e356,Falaye Sacko,MLI,29.0,DF,16,1233.0,0.0,1.0,0.0,0.2,0.0,0.0,1.0,0.0,21.0,59.0,0.0,0.0,0.0,0.0,0.0,542.0,648.0,8853.0,256.0,282.0,238.0,275.0,34.0,60.0,0.2,59.0,3284.0,7.0,37.0,2.0,1.0,540.0,108.0,11.0,0.0,2.0,12.0,0.0,14.0,97.0,0.0,0.0,0.0,0.0,20.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,9.0,4.0,1.0,9.0,19.0,17.0,7.0,13.0,21.0,0.0,734.0,40.0,213.0,368.0,163.0,8.0,9.0,2.0,7.0,371.0,1852.0,956.0,12.0,4.0,9.0,1.0,421.0,34.0,0.0,15.0,6.0,1.0,0.0,2.0,0.0,52.0,8.0,14.0
Monaco,a1d95db3,Mika Biereth,DEN,21.0,FW,16,1228.0,13.0,2.0,11.3,4.5,1.0,2.0,0.0,0.0,14.0,24.0,40.0,22.0,11.6,0.0,0.24,149.0,241.0,2062.0,85.0,131.0,48.0,68.0,7.0,8.0,3.2,24.0,532.0,22.0,11.0,16.0,1.0,222.0,15.0,1.0,2.0,1.0,8.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,38.0,32.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,3.0,2.0,3.0,7.0,11.0,0.0,4.0,7.0,0.0,382.0,4.0,15.0,125.0,243.0,98.0,11.0,1.0,9.0,212.0,817.0,354.0,8.0,5.0,39.0,16.0,286.0,110.0,0.0,19.0,30.0,6.0,1.0,0.0,0.0,23.0,18.0,29.0
Rennes,b35a7399,Leo Skiri Østigård,NOR,24.0,DF,16,1227.0,1.0,0.0,0.7,0.2,0.0,0.0,4.0,0.0,3.0,50.0,6.0,2.0,8.8,0.0,0.11,676.0,797.0,12920.0,231.0,263.0,373.0,411.0,66.0,109.0,0.2,50.0,4774.0,2.0,42.0,0.0,0.0,769.0,28.0,16.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,16.0,4.0,0.0,15.0,22.0,12.0,10.0,15.0,81.0,1.0,948.0,112.0,443.0,490.0,19.0,11.0,2.0,1.0,1.0,490.0,2421.0,1125.0,2.0,0.0,7.0,1.0,589.0,1.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,51.0,47.0,20.0
Lille,bb461b8a,Ngal'Ayel Mukau,COD,19.0,MF,22,1190.0,0.0,1.0,0.8,0.7,0.0,0.0,4.0,0.0,19.0,57.0,11.0,2.0,22.3,0.0,0.07,575.0,645.0,9354.0,273.0,296.0,251.0,269.0,34.0,39.0,0.7,57.0,1964.0,12.0,52.0,8.0,1.0,638.0,5.0,0.0,1.0,2.0,5.0,2.0,17.0,3.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,18.0,9.0,22.0,2.0,17.0,29.0,14.0,0.0,15.0,22.0,0.0,778.0,19.0,115.0,466.0,201.0,16.0,17.0,9.0,8.0,426.0,1779.0,851.0,18.0,3.0,18.0,8.0,570.0,43.0,0.0,19.0,15.0,0.0,0.0,0.0,0.0,63.0,14.0,14.0
Toulouse,c6f0d5d4,Shavy Babicka,GAB,24.0,"MF,FW",30,1186.0,4.0,2.0,3.9,1.6,0.0,0.0,2.0,0.0,36.0,21.0,20.0,9.0,14.6,0.0,0.2,196.0,292.0,2616.0,118.0,155.0,60.0,85.0,5.0,15.0,1.9,21.0,643.0,13.0,8.0,13.0,5.0,279.0,11.0,1.0,1.0,3.0,39.0,2.0,12.0,9.0,0.0,0.0,0.0,0.0,29.0,20.0,1.0,3.0,0.0,3.0,2.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,21.0,12.0,6.0,11.0,4.0,10.0,21.0,14.0,0.0,3.0,4.0,3.0,428.0,4.0,46.0,145.0,252.0,53.0,37.0,11.0,21.0,273.0,1708.0,871.0,17.0,14.0,28.0,18.0,300.0,122.0,0.0,16.0,21.0,7.0,0.0,0.0,0.0,54.0,7.0,17.0
Rennes,f719ad7f,Jordan James,WAL,20.0,MF,23,1178.0,0.0,1.0,0.9,1.9,0.0,0.0,4.0,0.0,21.0,67.0,17.0,3.0,21.7,0.0,0.05,483.0,574.0,8380.0,225.0,259.0,193.0,213.0,51.0,75.0,1.7,67.0,2504.0,24.0,55.0,12.0,2.0,526.0,47.0,16.0,1.0,9.0,34.0,1.0,8.0,2.0,29.0,6.0,10.0,0.0,44.0,26.0,11.0,2.0,4.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,30.0,19.0,8.0,18.0,4.0,16.0,30.0,14.0,1.0,14.0,17.0,1.0,704.0,17.0,134.0,388.0,186.0,19.0,21.0,9.0,10.0,336.0,1515.0,765.0,9.0,6.0,13.0,11.0,474.0,15.0,0.0,26.0,15.0,1.0,0.0,0.0,0.0,54.0,10.0,7.0
Le Havre,914bb955,Christopher Operi,CIV,27.0,"DF,FW",13,1169.0,0.0,2.0,0.3,2.2,0.0,0.0,2.0,1.0,28.0,52.0,7.0,1.0,22.0,2.0,0.04,533.0,747.0,9424.0,236.0,259.0,228.0,295.0,58.0,155.0,3.2,52.0,3412.0,24.0,36.0,20.0,13.0,547.0,198.0,51.0,1.0,6.0,128.0,2.0,22.0,112.0,35.0,20.0,12.0,0.0,36.0,18.0,13.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,13.0,9.0,6.0,2.0,5.0,7.0,12.0,20.0,6.0,14.0,30.0,0.0,878.0,41.0,237.0,347.0,302.0,12.0,27.0,14.0,13.0,418.0,1898.0,935.0,21.0,3.0,14.0,11.0,501.0,65.0,1.0,9.0,16.0,3.0,0.0,0.0,0.0,51.0,11.0,6.0
Montpellier,7b9a9e25,Arnaud Nordin,FRA,26.0,FW,16,1166.0,4.0,1.0,4.1,0.9,1.0,2.0,2.0,0.0,51.0,23.0,26.0,11.0,18.2,0.0,0.1,232.0,332.0,3260.0,148.0,184.0,65.0,92.0,11.0,22.0,1.1,23.0,583.0,15.0,6.0,12.0,6.0,316.0,13.0,3.0,3.0,0.0,35.0,3.0,15.0,8.0,0.0,0.0,0.0,0.0,30.0,21.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,6.0,16.0,2.0,11.0,21.0,12.0,0.0,5.0,7.0,0.0,499.0,6.0,63.0,190.0,259.0,49.0,51.0,23.0,23.0,323.0,2372.0,1247.0,21.0,22.0,37.0,14.0,359.0,111.0,0.0,13.0,40.0,1.0,0.0,0.0,0.0,47.0,12.0,19.0
Reims,3f465a66,Nhoa Sangui,FRA,18.0,"DF,MF",26,1158.0,0.0,2.0,0.1,0.5,0.0,0.0,3.0,0.0,21.0,45.0,3.0,0.0,24.5,0.0,0.03,510.0,608.0,7468.0,297.0,316.0,172.0,204.0,20.0,42.0,0.5,45.0,2154.0,5.0,42.0,4.0,2.0,525.0,81.0,9.0,0.0,3.0,16.0,2.0,15.0,72.0,0.0,0.0,0.0,0.0,18.0,14.0,2.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,16.0,9.0,6.0,6.0,4.0,9.0,12.0,8.0,4.0,8.0,23.0,0.0,708.0,30.0,221.0,330.0,165.0,9.0,19.0,10.0,8.0,362.0,2006.0,1092.0,17.0,3.0,17.0,15.0,440.0,53.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,64.0,6.0,12.0
Strasbourg,b9f282ec,Valentín Barco,ARG,20.0,"MF,DF",14,1157.0,0.0,2.0,0.5,1.5,0.0,0.0,2.0,0.0,20.0,64.0,10.0,1.0,22.9,1.0,0.05,644.0,777.0,10174.0,348.0,380.0,246.0,291.0,39.0,74.0,1.5,64.0,2666.0,8.0,54.0,9.0,2.0,708.0,68.0,17.0,2.0,4.0,31.0,1.0,16.0,48.0,2.0,1.0,0.0,0.0,20.0,17.0,0.0,1.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,24.0,10.0,2.0,22.0,30.0,8.0,3.0,13.0,28.0,1.0,928.0,48.0,302.0,443.0,193.0,15.0,20.0,9.0,10.0,513.0,2052.0,1117.0,28.0,2.0,22.0,10.0,632.0,55.0,0.0,17.0,29.0,0.0,0.0,1.0,0.0,79.0,7.0,7.0
Montpellier,b99bec05,Issiaga Sylla,GUI,30.0,DF,19,1156.0,1.0,0.0,1.8,0.6,0.0,0.0,2.0,0.0,33.0,53.0,11.0,2.0,13.2,0.0,0.17,435.0,563.0,7255.0,218.0,251.0,162.0,214.0,43.0,65.0,0.7,53.0,3005.0,7.0,45.0,16.0,10.0,478.0,84.0,7.0,2.0,3.0,36.0,1.0,16.0,77.0,0.0,0.0,0.0,0.0,20.0,12.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,10.0,17.0,7.0,1.0,15.0,29.0,13.0,4.0,10.0,34.0,1.0,683.0,50.0,191.0,338.0,161.0,14.0,15.0,9.0,6.0,335.0,1985.0,1097.0,23.0,1.0,16.0,8.0,394.0,46.0,0.0,13.0,6.0,3.0,0.0,0.0,0.0,51.0,22.0,18.0
Monaco,3708e9fa,Aleksandr Golovin,RUS,28.0,"MF,FW",19,1153.0,3.0,0.0,2.3,2.4,0.0,0.0,1.0,0.0,39.0,112.0,24.0,9.0,21.4,0.0,0.1,523.0,678.0,8301.0,281.0,337.0,170.0,207.0,54.0,92.0,3.2,112.0,3070.0,24.0,77.0,31.0,3.0,648.0,25.0,12.0,9.0,4.0,23.0,5.0,13.0,6.0,7.0,2.0,3.0,0.0,48.0,36.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,9.0,20.0,9.0,17.0,39.0,16.0,4.0,12.0,7.0,0.0,840.0,7.0,108.0,444.0,302.0,31.0,37.0,22.0,12.0,504.0,2977.0,1536.0,36.0,9.0,27.0,18.0,563.0,72.0,0.0,25.0,20.0,1.0,0.0,0.0,0.0,101.0,9.0,13.0
Lille,8006228f,Ayyoub Bouaddi,FRA,16.0,MF,24,1151.0,0.0,1.0,0.1,1.0,0.0,0.0,2.0,0.0,11.0,37.0,3.0,1.0,19.3,0.0,0.04,487.0,555.0,8241.0,219.0,246.0,219.0,233.0,35.0,40.0,1.2,37.0,1609.0,5.0,36.0,1.0,0.0,547.0,7.0,4.0,1.0,2.0,3.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,31.0,21.0,21.0,8.0,19.0,32.0,12.0,3.0,10.0,12.0,1.0,703.0,30.0,149.0,378.0,181.0,14.0,29.0,14.0,14.0,383.0,1829.0,682.0,9.0,3.0,34.0,15.0,474.0,26.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,62.0,9.0,9.0
Brest,fb14aa28,Mama Samba Baldé,GNB,28.0,FW,27,1149.0,2.0,3.0,3.0,2.1,0.0,0.0,4.0,0.0,35.0,22.0,29.0,8.0,15.8,0.0,0.1,183.0,253.0,2828.0,87.0,117.0,61.0,77.0,19.0,24.0,1.3,22.0,595.0,16.0,13.0,5.0,2.0,251.0,2.0,0.0,1.0,3.0,10.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,42.0,30.0,0.0,3.0,2.0,5.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,13.0,9.0,4.0,4.0,5.0,3.0,14.0,8.0,0.0,6.0,14.0,0.0,434.0,13.0,57.0,166.0,221.0,62.0,55.0,17.0,33.0,257.0,1761.0,851.0,16.0,23.0,37.0,19.0,311.0,100.0,0.0,19.0,22.0,14.0,0.0,0.0,0.0,37.0,35.0,49.0
Lille,a8567629,Mitchel Bakker,NED,24.0,"FW,DF",24,1139.0,3.0,2.0,3.0,2.7,0.0,0.0,3.0,1.0,43.0,57.0,23.0,10.0,18.9,5.0,0.13,499.0,641.0,8228.0,252.0,290.0,188.0,235.0,45.0,75.0,2.3,57.0,2642.0,23.0,42.0,27.0,11.0,580.0,60.0,8.0,2.0,1.0,68.0,1.0,14.0,30.0,22.0,8.0,11.0,0.0,40.0,28.0,8.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,23.0,13.0,6.0,11.0,6.0,10.0,19.0,10.0,1.0,12.0,15.0,0.0,758.0,12.0,101.0,328.0,334.0,32.0,21.0,11.0,9.0,439.0,2124.0,1132.0,20.0,7.0,18.0,11.0,547.0,120.0,0.0,18.0,9.0,4.0,0.0,0.0,0.0,46.0,3.0,10.0
Nice,5cdddffa,Tanguy Ndombele,FRA,27.0,MF,18,1131.0,1.0,2.0,2.4,2.4,0.0,0.0,2.0,0.0,22.0,61.0,11.0,2.0,13.8,0.0,0.21,415.0,476.0,6290.0,233.0,255.0,150.0,171.0,22.0,31.0,1.3,61.0,1904.0,18.0,41.0,8.0,0.0,457.0,15.0,14.0,6.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,10.0,21.0,4.0,12.0,20.0,9.0,0.0,14.0,9.0,0.0,611.0,17.0,100.0,398.0,120.0,25.0,47.0,25.0,19.0,366.0,1783.0,923.0,8.0,6.0,28.0,21.0,436.0,36.0,0.0,10.0,28.0,0.0,0.0,0.0,0.0,67.0,3.0,10.0
