equipe,player_id,player_name,player_country_code,age,positions,matches_played,min,gls,ast,xg,xag,pk_made,pk_att,yellow_cards,red_cards,carries_prog,passes_prog,sh,sot,avg_sh_dist,fk_sh,npxg_per_sh,pass_cmp,pass_att,pass_ttl_dist,pass_cmp_s,pass_att_s,pass_cmp_m,pass_att_m,pass_cmp_l,pass_att_l,xa,pass_prog,pass_prog_ttl_dist,key_passes,pass_fthird,pass_opp_box,cross_opp_box,pass_live,pass_dead,pass_fk,through_balls,switches,crosses,pass_offside,pass_blocked,throw_ins,ck,ck_in_swinger,ck_out_swinger,ck_straight,ttl_sca,pass_live_sca,pass_dead_sca,take_on_sca,sh_sca,fld_sca,def_sca,gca,pass_live_gca,pass_dead_gca,take_on_gca,sh_gca,fld_gca,def_gca,tkl,tkl_won,tkl_def_third,tkl_mid_third,tkl_att_third,tkl_drb,tkl_drb_att,blocks,sh_blocked,int,clearances,def_error,touches,touch_def_box,touch_def_third,touch_mid_third,touch_fthird,touch_opp_box,take_on_att,take_on_suc,take_on_tkld,carries,ttl_carries_dist,ttl_carries_prog_dist,carries_fthird,carries_opp_box,carries_miscontrolled,carries_dispossessed,pass_recvd,pass_prog_rcvd,second_yellow_cards,fls_com,fls_drawn,offside,pk_won,pk_conceded,og,ball_recov,air_dual_won,air_dual_lost
Brest,d4d35152,Hugo Magnetti,FRA,26.0,MF,32,2323.0,1.0,0.0,0.8,0.4,0.0,0.0,5.0,0.0,21.0,80.0,19.0,6.0,25.3,0.0,0.04,920.0,1083.0,14889.0,458.0,506.0,390.0,442.0,52.0,86.0,0.7,80.0,3635.0,6.0,70.0,6.0,1.0,1026.0,52.0,38.0,0.0,8.0,18.0,5.0,17.0,11.0,0.0,0.0,0.0,0.0,28.0,24.0,2.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,52.0,32.0,21.0,27.0,4.0,23.0,51.0,20.0,3.0,18.0,37.0,0.0,1315.0,44.0,321.0,771.0,233.0,13.0,24.0,9.0,15.0,694.0,3326.0,1546.0,15.0,5.0,23.0,23.0,869.0,20.0,0.0,29.0,22.0,0.0,0.0,0.0,0.0,111.0,10.0,10.0
Le Havre,12a4e38c,Etienne Youte Kinkoue,FRA,22.0,DF,28,2320.0,0.0,0.0,1.3,0.2,0.0,0.0,4.0,1.0,12.0,63.0,14.0,1.0,16.9,2.0,0.09,1124.0,1262.0,23138.0,258.0,274.0,745.0,777.0,115.0,193.0,0.3,63.0,7156.0,3.0,62.0,3.0,1.0,1185.0,76.0,59.0,0.0,5.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,11.0,7.0,1.0,13.0,20.0,36.0,23.0,29.0,158.0,3.0,1544.0,270.0,843.0,654.0,53.0,15.0,2.0,2.0,0.0,861.0,4835.0,2565.0,10.0,0.0,6.0,1.0,1041.0,4.0,0.0,14.0,6.0,0.0,0.0,2.0,1.0,65.0,26.0,21.0
Nantes,301c287b,Douglas,BRA,27.0,MF,28,2307.0,4.0,2.0,3.4,1.5,0.0,0.0,8.0,0.0,14.0,125.0,36.0,14.0,17.2,0.0,0.1,1029.0,1190.0,17476.0,465.0,514.0,451.0,496.0,80.0,110.0,1.2,125.0,5382.0,15.0,108.0,12.0,1.0,1119.0,68.0,53.0,2.0,3.0,10.0,3.0,17.0,9.0,3.0,2.0,0.0,0.0,34.0,26.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,69.0,42.0,29.0,31.0,9.0,26.0,44.0,51.0,11.0,32.0,47.0,0.0,1478.0,69.0,363.0,886.0,238.0,44.0,20.0,12.0,7.0,715.0,3232.0,1533.0,10.0,1.0,18.0,14.0,941.0,34.0,0.0,42.0,36.0,0.0,0.0,1.0,0.0,111.0,23.0,35.0
Saint,a6b6fa6e,Mickael Nade,FRA,25.0,DF,26,2306.0,1.0,2.0,0.7,0.6,0.0,0.0,1.0,0.0,17.0,72.0,5.0,2.0,13.5,0.0,0.14,1229.0,1366.0,21143.0,521.0,545.0,635.0,674.0,66.0,125.0,0.5,72.0,6996.0,7.0,73.0,3.0,0.0,1277.0,89.0,47.0,1.0,1.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,16.0,11.0,1.0,0.0,1.0,1.0,2.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,59.0,43.0,40.0,19.0,0.0,28.0,36.0,37.0,19.0,33.0,132.0,8.0,1665.0,280.0,841.0,785.0,51.0,10.0,8.0,3.0,4.0,825.0,3565.0,2148.0,11.0,1.0,16.0,5.0,1076.0,2.0,0.0,19.0,27.0,0.0,1.0,1.0,1.0,113.0,28.0,9.0
Nice,5219ab4a,Jonathan Clauss,FRA,31.0,"DF,MF",28,2303.0,3.0,8.0,2.2,7.7,0.0,0.0,7.0,0.0,53.0,105.0,26.0,8.0,17.2,5.0,0.09,1006.0,1399.0,16414.0,527.0,616.0,380.0,500.0,80.0,210.0,6.8,105.0,6656.0,55.0,70.0,47.0,14.0,1077.0,316.0,41.0,4.0,3.0,190.0,6.0,36.0,167.0,108.0,36.0,50.0,0.0,99.0,58.0,35.0,0.0,3.0,2.0,1.0,15.0,9.0,4.0,0.0,1.0,1.0,0.0,52.0,35.0,27.0,19.0,6.0,28.0,56.0,25.0,2.0,48.0,68.0,3.0,1675.0,78.0,384.0,638.0,669.0,68.0,28.0,11.0,16.0,747.0,3445.0,1994.0,26.0,9.0,36.0,8.0,899.0,160.0,0.0,26.0,12.0,1.0,1.0,0.0,0.0,114.0,16.0,11.0
Auxerre,5e5249c8,Lassine Sinayoko,MLI,24.0,"FW,MF",34,2299.0,5.0,8.0,6.5,5.5,1.0,1.0,5.0,0.0,53.0,62.0,60.0,16.0,16.1,0.0,0.1,528.0,688.0,7014.0,325.0,389.0,151.0,184.0,15.0,27.0,3.4,62.0,1529.0,37.0,28.0,17.0,3.0,653.0,32.0,2.0,5.0,0.0,25.0,3.0,26.0,3.0,1.0,0.0,0.0,0.0,96.0,68.0,1.0,12.0,9.0,5.0,1.0,20.0,11.0,0.0,4.0,1.0,4.0,0.0,33.0,20.0,10.0,14.0,9.0,11.0,23.0,16.0,2.0,13.0,38.0,0.0,993.0,35.0,148.0,390.0,465.0,127.0,73.0,28.0,41.0,576.0,3080.0,1441.0,30.0,28.0,51.0,43.0,690.0,193.0,0.0,36.0,33.0,13.0,2.0,0.0,0.0,76.0,27.0,64.0
Rennes,6191093d,Ludovic Blas,FRA,26.0,"MF,FW",29,2293.0,6.0,8.0,5.0,4.6,0.0,0.0,6.0,0.0,83.0,116.0,57.0,26.0,17.7,2.0,0.09,693.0,938.0,12028.0,349.0,399.0,242.0,322.0,81.0,161.0,5.4,116.0,3413.0,47.0,76.0,33.0,9.0,817.0,119.0,45.0,8.0,21.0,124.0,2.0,20.0,6.0,64.0,42.0,14.0,0.0,107.0,60.0,24.0,6.0,7.0,4.0,6.0,16.0,7.0,4.0,1.0,1.0,2.0,1.0,38.0,25.0,9.0,12.0,17.0,23.0,42.0,16.0,2.0,13.0,11.0,0.0,1262.0,11.0,134.0,535.0,612.0,105.0,116.0,44.0,67.0,781.0,4961.0,2376.0,46.0,31.0,71.0,46.0,919.0,184.0,0.0,31.0,54.0,1.0,1.0,0.0,0.0,88.0,11.0,37.0
Strasbourg,a0c590b9,Emanuel Emegha,NED,21.0,FW,27,2293.0,14.0,3.0,17.0,2.4,0.0,0.0,5.0,0.0,37.0,14.0,61.0,35.0,12.5,0.0,0.28,273.0,340.0,3373.0,174.0,214.0,71.0,78.0,5.0,7.0,0.7,14.0,347.0,18.0,4.0,4.0,0.0,316.0,22.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,32.0,25.0,0.0,3.0,1.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,2.0,3.0,2.0,6.0,18.0,5.0,1.0,30.0,0.0,577.0,36.0,86.0,249.0,249.0,99.0,28.0,7.0,20.0,341.0,1850.0,860.0,20.0,32.0,59.0,30.0,423.0,104.0,0.0,36.0,37.0,27.0,0.0,0.0,0.0,60.0,26.0,39.0
Auxerre,9bdd8118,Gideon Mensah,GHA,26.0,DF,29,2280.0,0.0,1.0,0.2,2.6,0.0,0.0,2.0,0.0,52.0,93.0,4.0,1.0,21.9,0.0,0.04,1056.0,1321.0,17277.0,563.0,614.0,369.0,459.0,94.0,173.0,1.7,93.0,6655.0,22.0,68.0,26.0,14.0,1097.0,220.0,19.0,2.0,12.0,76.0,4.0,37.0,201.0,0.0,0.0,0.0,0.0,51.0,47.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,68.0,45.0,37.0,21.0,10.0,33.0,66.0,27.0,4.0,50.0,83.0,0.0,1627.0,95.0,542.0,767.0,338.0,15.0,54.0,29.0,23.0,880.0,4696.0,2499.0,32.0,7.0,39.0,31.0,888.0,101.0,0.0,33.0,26.0,1.0,0.0,1.0,0.0,172.0,16.0,19.0
Marseille,7c3ed041,Leonardo Balerdi,ARG,25.0,DF,27,2273.0,0.0,0.0,0.9,0.7,0.0,0.0,9.0,1.0,13.0,105.0,15.0,1.0,17.1,0.0,0.06,2360.0,2516.0,39477.0,1024.0,1054.0,1155.0,1198.0,125.0,186.0,0.8,105.0,14824.0,8.0,150.0,6.0,0.0,2452.0,61.0,44.0,3.0,8.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,27.0,22.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,54.0,39.0,32.0,17.0,5.0,27.0,47.0,25.0,14.0,38.0,72.0,4.0,2767.0,209.0,1085.0,1623.0,78.0,21.0,32.0,22.0,10.0,1752.0,7762.0,4916.0,15.0,2.0,20.0,13.0,2183.0,5.0,1.0,28.0,20.0,0.0,0.0,0.0,1.0,161.0,39.0,21.0
Monaco,f833a830,Takumi Minamino,JPN,29.0,"MF,FW",31,2231.0,6.0,3.0,8.9,6.6,0.0,0.0,4.0,0.0,51.0,114.0,57.0,20.0,14.7,0.0,0.16,520.0,736.0,7341.0,314.0,392.0,164.0,224.0,20.0,48.0,4.8,114.0,2545.0,40.0,66.0,33.0,0.0,714.0,15.0,2.0,15.0,2.0,23.0,7.0,30.0,6.0,0.0,0.0,0.0,0.0,80.0,67.0,0.0,6.0,6.0,0.0,1.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,33.0,19.0,7.0,14.0,12.0,15.0,42.0,26.0,1.0,10.0,20.0,0.0,1016.0,24.0,95.0,451.0,479.0,135.0,40.0,12.0,24.0,567.0,3076.0,1496.0,28.0,27.0,56.0,23.0,709.0,193.0,0.0,31.0,23.0,10.0,0.0,0.0,0.0,88.0,19.0,30.0
Lens,9b5237b1,Andy Diouf,FRA,21.0,MF,34,2225.0,1.0,2.0,2.9,2.8,0.0,0.0,2.0,0.0,82.0,116.0,40.0,5.0,20.0,0.0,0.07,849.0,1068.0,11438.0,522.0,597.0,250.0,301.0,34.0,69.0,3.3,116.0,2865.0,33.0,60.0,31.0,3.0,1030.0,27.0,15.0,13.0,2.0,30.0,11.0,30.0,0.0,11.0,8.0,3.0,0.0,85.0,63.0,1.0,11.0,7.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,26.0,10.0,22.0,5.0,16.0,40.0,24.0,1.0,15.0,18.0,2.0,1367.0,23.0,158.0,741.0,505.0,51.0,87.0,43.0,37.0,751.0,5197.0,2776.0,74.0,10.0,75.0,42.0,966.0,94.0,0.0,43.0,21.0,2.0,0.0,1.0,0.0,154.0,18.0,31.0
Nice,c2f23fc8,Moïse Bombito,CAN,24.0,DF,27,2192.0,0.0,0.0,0.7,0.2,0.0,0.0,3.0,1.0,27.0,97.0,8.0,1.0,18.2,0.0,0.09,1266.0,1404.0,23123.0,479.0,513.0,664.0,703.0,103.0,153.0,0.6,97.0,8931.0,2.0,78.0,5.0,0.0,1346.0,57.0,29.0,3.0,7.0,2.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,22.0,12.0,3.0,24.0,35.0,35.0,19.0,18.0,121.0,7.0,1673.0,214.0,767.0,855.0,63.0,9.0,17.0,12.0,4.0,906.0,4744.0,2693.0,10.0,1.0,16.0,3.0,1109.0,10.0,1.0,28.0,13.0,0.0,0.0,1.0,1.0,97.0,48.0,52.0
Reims,9f30e7ed,Cédric Kipré,CIV,27.0,DF,28,2190.0,0.0,1.0,0.6,1.3,0.0,0.0,4.0,2.0,16.0,77.0,9.0,1.0,16.9,0.0,0.07,1148.0,1292.0,21071.0,427.0,453.0,615.0,666.0,89.0,142.0,1.4,77.0,7534.0,10.0,86.0,10.0,4.0,1230.0,59.0,45.0,3.0,5.0,12.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,31.0,27.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0,30.0,30.0,11.0,1.0,29.0,39.0,42.0,27.0,32.0,162.0,2.0,1596.0,239.0,842.0,697.0,69.0,16.0,12.0,10.0,2.0,925.0,5454.0,2873.0,14.0,0.0,15.0,3.0,1063.0,3.0,0.0,24.0,12.0,1.0,0.0,1.0,0.0,73.0,41.0,24.0
Paris S,a0d55a09,Bradley Barcola,FRA,21.0,FW,34,2181.0,14.0,10.0,13.4,10.1,0.0,0.0,2.0,0.0,137.0,96.0,74.0,38.0,13.2,0.0,0.18,749.0,917.0,10250.0,485.0,546.0,225.0,275.0,20.0,33.0,5.9,96.0,2486.0,50.0,28.0,51.0,4.0,894.0,19.0,5.0,6.0,2.0,25.0,4.0,22.0,12.0,2.0,0.0,0.0,0.0,101.0,87.0,1.0,5.0,4.0,2.0,2.0,20.0,17.0,0.0,1.0,2.0,0.0,0.0,27.0,17.0,10.0,8.0,9.0,8.0,31.0,25.0,2.0,19.0,12.0,0.0,1278.0,13.0,84.0,393.0,814.0,214.0,137.0,34.0,94.0,855.0,5835.0,3505.0,65.0,95.0,64.0,20.0,1019.0,374.0,0.0,30.0,22.0,7.0,0.0,0.0,0.0,67.0,14.0,7.0
Nantes,bcc81786,Kelvin Amian,FRA,26.0,DF,30,2165.0,1.0,0.0,1.0,0.8,0.0,0.0,5.0,0.0,32.0,73.0,7.0,4.0,14.9,0.0,0.14,738.0,921.0,11821.0,385.0,421.0,278.0,343.0,52.0,105.0,1.8,73.0,5145.0,13.0,60.0,24.0,12.0,719.0,200.0,14.0,4.0,1.0,37.0,2.0,24.0,184.0,0.0,0.0,0.0,0.0,38.0,26.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,31.0,40.0,14.0,1.0,29.0,35.0,18.0,11.0,13.0,85.0,0.0,1153.0,81.0,374.0,523.0,267.0,21.0,22.0,13.0,8.0,544.0,2412.0,1208.0,27.0,1.0,20.0,12.0,637.0,77.0,0.0,23.0,11.0,1.0,0.0,0.0,0.0,54.0,21.0,21.0
Toulouse,39b326ed,Gabriel Suazo,CHI,26.0,DF,30,2163.0,0.0,6.0,0.8,3.8,0.0,0.0,0.0,0.0,42.0,109.0,7.0,4.0,17.1,2.0,0.12,994.0,1248.0,15858.0,535.0,602.0,373.0,460.0,57.0,119.0,4.8,109.0,6514.0,40.0,75.0,38.0,12.0,1031.0,214.0,36.0,3.0,9.0,78.0,3.0,27.0,158.0,20.0,14.0,4.0,0.0,82.0,60.0,18.0,1.0,0.0,2.0,1.0,11.0,8.0,2.0,1.0,0.0,0.0,0.0,59.0,39.0,25.0,22.0,12.0,30.0,72.0,27.0,3.0,36.0,40.0,1.0,1484.0,54.0,355.0,673.0,473.0,39.0,39.0,25.0,11.0,782.0,3335.0,1955.0,36.0,8.0,36.0,14.0,889.0,118.0,0.0,32.0,29.0,2.0,0.0,0.0,1.0,125.0,13.0,19.0
Monaco,384d58d9,Denis Zakaria,SUI,27.0,MF,26,2144.0,6.0,4.0,5.2,1.4,2.0,2.0,5.0,0.0,27.0,113.0,29.0,9.0,18.0,0.0,0.12,1062.0,1175.0,15671.0,604.0,643.0,390.0,424.0,42.0,61.0,2.0,113.0,4921.0,16.0,91.0,23.0,2.0,1135.0,38.0,36.0,4.0,2.0,7.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,52.0,41.0,0.0,2.0,5.0,1.0,3.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,41.0,26.0,15.0,19.0,7.0,24.0,33.0,31.0,8.0,34.0,39.0,1.0,1425.0,60.0,280.0,912.0,255.0,40.0,36.0,21.0,13.0,823.0,3741.0,1818.0,30.0,8.0,35.0,23.0,972.0,36.0,0.0,32.0,21.0,1.0,0.0,2.0,0.0,165.0,18.0,12.0
Montpellier,76d679c7,Modibo Sagnan,MLI,25.0,DF,27,2141.0,2.0,0.0,0.7,0.6,0.0,0.0,10.0,0.0,13.0,51.0,11.0,3.0,11.5,0.0,0.07,857.0,967.0,17324.0,249.0,264.0,494.0,530.0,106.0,151.0,0.5,51.0,5954.0,6.0,45.0,3.0,0.0,932.0,33.0,25.0,0.0,12.0,1.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,57.0,35.0,38.0,16.0,3.0,26.0,44.0,24.0,13.0,29.0,110.0,5.0,1224.0,177.0,605.0,578.0,50.0,17.0,20.0,13.0,6.0,657.0,3614.0,1948.0,10.0,0.0,8.0,9.0,762.0,3.0,0.0,33.0,12.0,1.0,0.0,1.0,0.0,90.0,37.0,39.0
Paris S,ecbe2839,Willian Pacho,ECU,22.0,DF,28,2132.0,0.0,1.0,0.3,0.3,0.0,0.0,2.0,0.0,3.0,53.0,4.0,1.0,8.5,0.0,0.08,1865.0,1968.0,33030.0,629.0,654.0,1134.0,1158.0,82.0,120.0,0.4,53.0,9702.0,3.0,69.0,1.0,0.0,1920.0,46.0,27.0,0.0,3.0,0.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,56.0,32.0,34.0,22.0,0.0,23.0,32.0,35.0,22.0,40.0,91.0,1.0,2223.0,244.0,921.0,1269.0,43.0,8.0,7.0,2.0,4.0,1399.0,5986.0,2592.0,3.0,0.0,15.0,4.0,1697.0,1.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,119.0,29.0,26.0
Saint,feb5d3ab,Dennis Appiah,FRA,32.0,DF,29,2128.0,0.0,1.0,0.2,2.1,0.0,0.0,2.0,0.0,51.0,108.0,5.0,2.0,20.3,0.0,0.04,903.0,1179.0,14432.0,475.0,541.0,365.0,447.0,47.0,122.0,2.2,108.0,6487.0,13.0,81.0,25.0,7.0,957.0,218.0,16.0,3.0,2.0,52.0,4.0,43.0,202.0,0.0,0.0,0.0,0.0,38.0,32.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,71.0,43.0,42.0,22.0,7.0,41.0,71.0,36.0,8.0,29.0,89.0,2.0,1486.0,92.0,514.0,610.0,371.0,27.0,43.0,20.0,22.0,630.0,3033.0,1650.0,32.0,6.0,34.0,18.0,824.0,110.0,0.0,37.0,9.0,2.0,0.0,2.0,0.0,90.0,27.0,31.0
Auxerre,9a71e978,Ki-Jana Hoever,NED,22.0,DF,30,2124.0,1.0,2.0,0.5,2.7,0.0,0.0,4.0,1.0,59.0,79.0,10.0,5.0,21.1,0.0,0.05,768.0,1084.0,13172.0,374.0,451.0,316.0,441.0,69.0,128.0,1.7,79.0,5159.0,24.0,66.0,28.0,14.0,894.0,187.0,7.0,1.0,12.0,78.0,3.0,33.0,180.0,0.0,0.0,0.0,0.0,49.0,44.0,1.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,51.0,38.0,26.0,16.0,9.0,30.0,54.0,33.0,3.0,21.0,70.0,1.0,1349.0,75.0,393.0,577.0,390.0,29.0,35.0,9.0,24.0,656.0,3300.0,1749.0,39.0,12.0,32.0,12.0,756.0,128.0,1.0,22.0,12.0,0.0,0.0,0.0,0.0,91.0,24.0,19.0
Lens,06c48679,Jonathan Gradit,FRA,31.0,DF,25,2112.0,0.0,0.0,0.8,0.7,0.0,0.0,4.0,0.0,18.0,127.0,16.0,4.0,17.4,0.0,0.05,1133.0,1332.0,20473.0,429.0,476.0,610.0,670.0,83.0,160.0,0.9,127.0,8262.0,11.0,109.0,10.0,2.0,1290.0,38.0,37.0,2.0,7.0,10.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,22.0,19.0,3.0,23.0,40.0,27.0,12.0,25.0,122.0,2.0,1594.0,159.0,629.0,854.0,117.0,22.0,9.0,3.0,5.0,865.0,3570.0,1960.0,15.0,0.0,11.0,3.0,1086.0,4.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,73.0,64.0,44.0
Strasbourg,ce747d2a,Sebastian Nanasi,SWE,22.0,"MF,FW",31,2107.0,6.0,4.0,6.5,4.9,0.0,0.0,1.0,0.0,53.0,126.0,28.0,12.0,12.4,1.0,0.23,643.0,812.0,9577.0,385.0,439.0,204.0,251.0,34.0,78.0,4.7,126.0,2783.0,37.0,74.0,39.0,2.0,721.0,89.0,14.0,10.0,1.0,66.0,2.0,13.0,9.0,55.0,21.0,26.0,0.0,85.0,61.0,16.0,2.0,4.0,1.0,1.0,17.0,11.0,4.0,0.0,2.0,0.0,0.0,20.0,13.0,6.0,12.0,2.0,8.0,22.0,24.0,3.0,7.0,18.0,0.0,992.0,22.0,141.0,471.0,393.0,73.0,40.0,19.0,19.0,557.0,2735.0,1563.0,41.0,15.0,20.0,15.0,690.0,127.0,0.0,9.0,17.0,1.0,0.0,0.0,0.0,71.0,3.0,11.0
Toulouse,4c5b714f,Djibril Sidibé,FRA,32.0,DF,28,2101.0,0.0,3.0,0.4,2.9,0.0,0.0,1.0,0.0,16.0,121.0,5.0,1.0,12.8,1.0,0.08,1018.0,1277.0,17651.0,431.0,480.0,480.0,571.0,79.0,164.0,3.5,121.0,8086.0,18.0,89.0,30.0,12.0,1094.0,180.0,48.0,6.0,4.0,45.0,3.0,16.0,127.0,1.0,0.0,1.0,0.0,35.0,34.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,65.0,36.0,34.0,22.0,9.0,31.0,50.0,11.0,3.0,20.0,64.0,1.0,1475.0,80.0,497.0,741.0,253.0,15.0,19.0,11.0,8.0,817.0,3000.0,1693.0,17.0,0.0,24.0,9.0,898.0,50.0,0.0,20.0,19.0,2.0,0.0,0.0,0.0,99.0,17.0,10.0
Le Havre,abefc3af,Yassine Kechta,MAR,22.0,"MF,FW",31,2096.0,2.0,0.0,2.5,1.2,0.0,0.0,4.0,0.0,44.0,97.0,29.0,9.0,25.7,2.0,0.09,599.0,756.0,10281.0,289.0,328.0,239.0,284.0,58.0,97.0,1.4,97.0,3000.0,15.0,60.0,18.0,5.0,705.0,45.0,9.0,2.0,8.0,36.0,6.0,15.0,3.0,11.0,10.0,1.0,0.0,48.0,27.0,2.0,3.0,3.0,10.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,60.0,36.0,32.0,21.0,7.0,33.0,78.0,25.0,2.0,26.0,32.0,2.0,1014.0,29.0,220.0,544.0,275.0,27.0,35.0,13.0,18.0,533.0,3304.0,1695.0,33.0,4.0,35.0,24.0,627.0,85.0,0.0,42.0,33.0,4.0,1.0,0.0,0.0,113.0,10.0,27.0
Monaco,8b609c34,Wilfried Singo,CIV,23.0,DF,27,2096.0,1.0,2.0,1.9,1.5,0.0,0.0,4.0,0.0,35.0,118.0,17.0,5.0,10.8,0.0,0.11,1252.0,1452.0,23389.0,449.0,487.0,698.0,756.0,92.0,176.0,1.5,118.0,7968.0,7.0,102.0,11.0,1.0,1346.0,100.0,64.0,1.0,10.0,10.0,6.0,8.0,36.0,0.0,0.0,0.0,0.0,19.0,14.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,23.0,24.0,10.0,3.0,20.0,28.0,17.0,9.0,43.0,110.0,2.0,1703.0,141.0,637.0,965.0,125.0,29.0,13.0,6.0,6.0,951.0,5285.0,3094.0,22.0,4.0,11.0,7.0,1091.0,27.0,0.0,36.0,34.0,3.0,0.0,0.0,0.0,138.0,51.0,29.0
Auxerre,570bb4b9,Hamed Junior Traorè,CIV,24.0,MF,26,2093.0,10.0,2.0,7.9,2.7,0.0,0.0,5.0,0.0,66.0,99.0,68.0,27.0,19.1,2.0,0.12,474.0,640.0,7145.0,263.0,297.0,145.0,198.0,37.0,80.0,2.8,99.0,2293.0,27.0,53.0,27.0,5.0,587.0,46.0,13.0,9.0,7.0,42.0,7.0,16.0,13.0,11.0,5.0,3.0,0.0,71.0,46.0,3.0,5.0,10.0,6.0,1.0,7.0,3.0,0.0,2.0,1.0,1.0,0.0,41.0,20.0,11.0,17.0,13.0,16.0,54.0,14.0,0.0,8.0,11.0,0.0,971.0,9.0,109.0,424.0,457.0,87.0,98.0,34.0,57.0,615.0,3769.0,1876.0,49.0,19.0,70.0,53.0,675.0,146.0,0.0,30.0,40.0,7.0,1.0,0.0,0.0,100.0,12.0,20.0
Rennes,a17a94d6,Azor Matusiwa,NED,26.0,MF,29,2078.0,1.0,3.0,1.2,1.8,0.0,0.0,3.0,0.0,19.0,134.0,11.0,2.0,20.0,0.0,0.11,975.0,1119.0,16247.0,477.0,543.0,407.0,447.0,78.0,88.0,1.6,134.0,4831.0,17.0,109.0,18.0,1.0,1081.0,35.0,29.0,4.0,7.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,46.0,38.0,2.0,0.0,2.0,2.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.0,64.0,39.0,32.0,30.0,2.0,32.0,43.0,29.0,10.0,34.0,52.0,0.0,1358.0,74.0,326.0,811.0,231.0,15.0,22.0,17.0,4.0,619.0,2681.0,1157.0,17.0,3.0,22.0,17.0,818.0,26.0,0.0,29.0,32.0,0.0,0.0,1.0,0.0,134.0,28.0,18.0
Paris S,e42d61c7,Achraf Hakimi,MAR,25.0,DF,25,2066.0,4.0,6.0,2.9,6.2,0.0,0.0,4.0,0.0,93.0,183.0,32.0,12.0,19.2,5.0,0.09,1898.0,2140.0,26053.0,1187.0,1266.0,573.0,644.0,63.0,96.0,5.3,183.0,7482.0,50.0,138.0,37.0,9.0,1949.0,188.0,34.0,2.0,8.0,80.0,3.0,32.0,150.0,4.0,0.0,1.0,0.0,104.0,91.0,3.0,4.0,1.0,3.0,2.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,48.0,36.0,18.0,20.0,10.0,27.0,55.0,25.0,2.0,31.0,18.0,3.0,2371.0,40.0,430.0,980.0,974.0,81.0,52.0,26.0,21.0,1384.0,6012.0,3501.0,57.0,21.0,38.0,15.0,1817.0,273.0,0.0,19.0,25.0,8.0,0.0,0.0,0.0,136.0,9.0,12.0
