player_name,cluster,per90_gls,per90_ast,carries_prog,pct_take_on_suc,tkl_plus_int,pct_air_dual_won,ball_recov,age
Marco Asensio,0,0.29,0.58,19.0,50.0,4.0,33.3,18.0,28.0
Folarin Balogun,3,0.59,0.0,21.0,22.2,2.0,16.7,15.0,23.0
Andy Delort,3,0.0,0.0,4.0,60.0,4.0,45.0,9.0,32.0
Jhoanner Chávez,8,0.15,0.0,14.0,50.0,15.0,58.3,25.0,22.0
Fodé Ballo-Touré,7,0.0,0.0,15.0,35.7,12.0,44.4,31.0,27.0
Nampalys Mendy,6,0.0,0.15,2.0,25.0,24.0,50.0,30.0,32.0
Mahamadou Diawara,6,0.0,0.15,9.0,46.2,33.0,22.2,40.0,19.0
Mahamadou Diawara,6,0.0,0.0,1.0,,1.0,,3.0,19.0
Nikola Maksimović,5,0.0,0.0,1.0,100.0,15.0,38.1,14.0,32.0
Pierre Cornud,7,0.0,0.0,11.0,28.6,21.0,42.9,33.0,27.0
Florian Ayé,3,0.31,0.0,5.0,100.0,9.0,26.0,14.0,27.0
Elye Wahi,3,0.47,0.16,7.0,20.0,1.0,23.5,8.0,21.0
Maxence Caqueret,1,0.0,0.0,14.0,38.9,28.0,25.0,24.0,24.0
Jordan Teze,8,0.16,0.0,9.0,50.0,24.0,46.7,29.0,24.0
Daler Kuzyaev,6,0.16,0.0,4.0,66.7,22.0,63.6,27.0,31.0
John Joe,6,0.0,0.0,6.0,33.3,30.0,43.5,31.0,20.0
Mohamed Meité,3,0.33,0.0,8.0,9.1,2.0,57.7,5.0,16.0
Andrew Omobamidele,2,0.0,0.0,0.0,50.0,15.0,75.0,25.0,22.0
Jean-Kevin Duverne,7,0.0,0.0,6.0,40.0,29.0,75.0,20.0,27.0
Bamba Dieng,3,0.51,0.0,6.0,14.3,4.0,27.3,5.0,24.0
Ben Old,0,0.0,0.0,16.0,40.9,9.0,16.7,24.0,21.0
Amine Harit,0,0.35,0.69,13.0,40.0,11.0,16.7,24.0,27.0
Tino Kadewere,4,0.18,0.35,5.0,26.7,20.0,55.6,34.0,28.0
Krépin Diatta,7,0.0,0.0,17.0,61.5,27.0,62.5,36.0,25.0
