tsne_1,tsne_2,tsne_3,player_name,equipe,positions
-56.57367,-70.44737,-47.70096,Ismaël Bennacer,Marseille,MF
-19.755442,122.241356,-21.613245,Chuba Akpom,Lille,FW
57.216675,-34.096935,18.274862,Luck Zogbé,Brest,DF
-27.66736,45.48854,22.828627,Rémy Labeau Lascary,Lens,"FW,MF"
-17.189034,38.065804,22.05145,Yaya Kader Fofana,Reims,"MF,FW"
53.300755,-109.94618,-2.8161752,Rasmus Nicolaisen,Toulouse,DF
-43.6335,21.389933,-21.21427,Marco Asensio,Paris S,"FW,MF"
-51.532333,119.710205,2.6870308,Folarin Balogun,Monaco,FW
8.72065,130.11765,12.6352825,Andy Delort,Montpellier,FW
44.98371,34.42329,-19.048597,Jhoanner Chávez,Lens,"DF,MF"
67.97123,18.920738,43.111637,Fodé Ballo-Touré,Le Havre,"DF,MF"
-14.094163,-10.209392,66.103676,Nampalys Mendy,Lens,MF
14.077617,-21.147501,77.47898,Mahamadou Diawara,Le Havre,MF
47.214813,-105.15216,42.162815,Nikola Maksimović,Montpellier,DF
98.421745,3.7667139,42.383183,Pierre Cornud,Saint,DF
14.464714,115.83297,32.49714,Florian Ayé,Auxerre,FW
-35.173164,149.34871,-13.778924,Elye Wahi,Marseille,FW
24.084286,-32.990517,-70.909424,Maxence Caqueret,Lyon,MF
65.33972,-4.5268598,-32.76546,Jordan Teze,Monaco,DF
91.9875,35.694534,37.930866,Daler Kuzyaev,Le Havre,MF
35.81179,26.133158,50.376022,John Joe,Reims,MF
-32.786194,131.19156,14.24904,Mohamed Meité,Rennes,FW
20.993805,-115.442635,-44.544144,Andrew Omobamidele,Strasbourg,DF
62.02057,-19.61904,10.626533,Jean-Kevin Duverne,Nantes,DF
-13.95242,126.44896,0.09335431,Bamba Dieng,Angers,FW
10.067963,65.587975,12.777042,Ben Old,Saint,"FW,MF"
-65.92374,20.452883,-65.157745,Amine Harit,Marseille,MF
-9.629071,62.181858,41.575054,Tino Kadewere,Nantes,"MF,FW"
47.31014,-20.542664,-11.23848,Krépin Diatta,Monaco,"DF,FW"
